reg_number,aircraft_model,age,airline_code,DATE,FLIGHT,FROM,TO,std_utc,scheduled_dep_hour,dep_delay_minutes,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,flight_legs,cumulative_delay,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,time_crawled_UTC,dep_recent_index,dep_recent_delay_avg,actual_turnaround
VN-A542,A321-211,10.0,VJC,12/03,VJ628,SGN,DAD,2026-03-12 02:45:00,2,54.0,12.0,30.0,30.0,2,12.0,,,,,,,,,,,84.0
VN-A619,A321-272N,7.1,VNA,12/03,VN7265,VII,SGN,2026-03-12 02:46:00,2,0.0,0.0,,57.0,1,0.0,,,,,,,,,,,57.0
VN-A325,A321-231,14.8,VNA,12/03,VN1236,PQC,HAN,2026-03-12 02:50:00,2,43.0,36.0,35.0,21.0,2,36.0,,,,,,,,,,,64.0
VN-A522,A321-211,10.8,VJC,12/03,VJ827,DAD,KUL,2026-03-12 02:50:00,2,7.0,61.0,835.0,800.0,1,0.0,,,,,,,,,,,807.0
VN-A641,A321-211,8.8,VJC,12/03,VJ440,PQC,HAN,2026-03-12 02:50:00,2,63.0,30.0,80.0,73.0,2,30.0,,,,,,,,,,,136.0
VN-A500,A321-271NX,0.9,VJC,12/03,VJ997,HAN,DPS,2026-03-12 03:00:00,3,38.0,0.0,30.0,88.0,9,292.0,,,,,,,,,,,126.0
VN-A544,A321-211,10.0,VJC,12/03,VJ395,PXU,SGN,2026-03-12 03:00:00,3,21.0,33.0,30.0,24.0,2,33.0,,,,,,,,,,,45.0
VN-A861,B787-900,10.8,VNA,12/03,VN247,HAN,SGN,2026-03-12 03:00:00,3,14.0,8.0,280.0,295.0,1,0.0,,,,,,,,,,,309.0
VN-A227,A321-211,13.0,BAV,12/03,QH154,SGN,DAD,2026-03-12 03:05:00,3,430.0,598.0,-60.0,-641.0,1,0.0,,,,,,,,,,,-211.0
ER-00005,A320-214,12.2,BAV,12/03,QH211,HAN,SGN,2026-03-12 03:10:00,3,13.0,17.0,50.0,55.0,2,17.0,,,,,,,,,,,68.0
VN-A636,A321-211,8.3,VJC,12/03,VJ567,HAN,HUI,2026-03-12 03:10:00,3,18.0,12.0,30.0,37.0,3,26.0,,,,,,,,,,,55.0
VN-A616,A321-272N,6.9,VNA,12/03,VN502,SGN,CAN,2026-03-12 03:15:00,3,30.0,0.0,75.0,1507.0,2,0.0,,,,,,,,,,,1537.0
JU-1410,A320-214,14.9,BAV,12/03,QH224,SGN,HAN,2026-03-12 03:20:00,3,366.0,30.0,890.0,888.0,1,0.0,,,,,,,,,,,1254.0
VN-A639,A321-211,8.2,VJC,12/03,VJ1215,VII,SGN,2026-03-12 03:20:00,3,51.0,43.0,30.0,8.0,2,43.0,,,,,,,,,,,59.0
VN-A329,A321-231,14.3,VNA,12/03,VN1590,VDH,HAN,2026-03-12 03:25:00,3,3.0,11.0,35.0,44.0,4,42.0,,,,,,,,,,,47.0
VN-A655,A320-214,11.1,VJC,12/03,VJ463,HAN,VCA,2026-03-12 03:30:00,3,51.0,0.0,250.0,312.0,1,0.0,,,,,,,,,,,363.0
VN-A637,A321-211,8.3,VJC,12/03,VJ248,SGN,THD,2026-03-12 03:40:00,3,26.0,14.0,90.0,77.0,3,43.0,,,,,,,,,,,103.0
VN-A886,A350-941,10.8,VNA,12/03,VN414,HAN,ICN,2026-03-12 03:40:00,3,28.0,49.0,95.0,70.0,2,49.0,,,,,,,,,,,98.0
VN-A650,A320-214,11.1,VJC,12/03,VJ718,PQC,DAD,2026-03-12 03:45:00,3,63.0,43.0,35.0,9.0,3,43.0,,,,,,,,,,,72.0
VN-A323,A321-231,14.9,VNA,12/03,VN1264,SGN,VII,2026-03-12 04:10:00,4,45.0,0.0,50.0,1470.0,2,0.0,,,,,,,,,,,1515.0
VN-A332,A321-231,14.3,VNA,12/03,VN1370,SGN,HUI,2026-03-12 04:10:00,4,135.0,40.0,15.0,-1.0,4,69.0,,,,,,,,,,,134.0
VN-A534,A321-271NX,5.3,VJC,12/03,VJ941,TPE,HAN,2026-03-12 04:10:00,4,23.0,11.0,60.0,77.0,2,11.0,,,,,,,,,,,100.0
VN-A662,A320-214,10.5,VJC,12/03,VJ210,SGN,VII,2026-03-12 04:15:00,4,25.0,44.0,650.0,612.0,1,0.0,,,,,,,,,,,637.0
VN-A505,A321-272N,6.5,VNA,12/03,VN1671,HPH,DAD,2026-03-12 04:20:00,4,27.0,8.0,35.0,48.0,4,24.0,,,,,,,,,,,75.0
VN-A532,A321-211,11.0,VJC,12/03,VJ906,KUL,HAN,2026-03-12 04:30:00,4,4.0,23.0,60.0,68.0,8,163.0,,,,,,,,,,,72.0
VN-A629,A321-211,7.3,VJC,12/03,VJ206,SGN,TBB,2026-03-12 04:30:00,4,49.0,30.0,40.0,35.0,9,166.0,,,,,,,,,,,84.0
VN-A671,A320-214,10.1,VJC,12/03,VJ953,HIJ,HAN,2026-03-12 04:30:00,4,45.0,11.0,60.0,30.0,10,198.0,,,,,,,,,,,75.0
VN-A544,A321-211,10.0,VJC,12/03,VJ634,SGN,DAD,2026-03-12 04:40:00,4,62.0,21.0,30.0,27.0,3,54.0,,,,,,,,,,,89.0
VN-A635,A321-211,8.4,VJC,12/03,VJ137,HAN,SGN,2026-03-12 04:40:00,4,26.0,15.0,30.0,43.0,2,15.0,,,,,,,,,,,69.0
VN-A393,A321-231,13.5,VNA,12/03,VN169,HAN,DAD,2026-03-12 04:45:00,4,12.0,5.0,35.0,38.0,10,133.0,,,,,,,,,,,50.0
VN-A526,A321-271NX,3.3,VJC,12/03,VJ330,PQC,SGN,2026-03-12 04:45:00,4,54.0,10.0,40.0,34.0,3,28.0,,,,,,,,,,,88.0
VN-A666,A320-214,17.2,VJC,12/03,VJ802,BKK,SGN,2026-03-12 04:45:00,4,44.0,26.0,60.0,36.0,3,57.0,,,,,,,,,,,80.0
ER-00005,A320-214,12.2,BAV,12/03,QH1215,HAN,UIH,2026-03-12 04:50:00,4,,13.0,-35.0,-16.0,1,0.0,,,,,,,,,,,
VN-A636,A321-211,8.3,VJC,12/03,VJ566,HUI,HAN,2026-03-12 04:50:00,4,24.0,18.0,30.0,30.0,4,44.0,,,,,,,,,,,54.0
VN-A656,A320-214,10.9,VJC,12/03,VJ372,SGN,VCL,2026-03-12 04:50:00,4,23.0,2.0,80.0,86.0,6,103.0,,,,,,,,,,,109.0
VN-A326,A321-231,14.7,VNA,12/03,VN251,HAN,SGN,2026-03-12 05:00:00,5,9.0,20.0,55.0,60.0,3,33.0,,,,,,,,,,,69.0
VN-A888,A350-941,10.5,VNA,12/03,VN212,SGN,HAN,2026-03-12 05:00:00,5,26.0,19.0,50.0,57.0,3,46.0,,,,,,,,,,,83.0
VN-A539,A321-271NX,1.4,VJC,12/03,VJ860,SGN,ICN,2026-03-12 05:05:00,5,41.0,19.0,180.0,179.0,3,19.0,,,,,,,,,,,220.0
VN-A542,A321-211,10.0,VJC,12/03,VJ633,DAD,SGN,2026-03-12 05:05:00,5,37.0,54.0,60.0,25.0,3,66.0,,,,,,,,,,,62.0
VN-A669,A320-214,16.5,VJC,12/03,VJ984,SIN,PQC,2026-03-12 05:05:00,5,3.0,35.0,60.0,59.0,2,35.0,,,,,,,,,,,62.0
VN-A623,A321-272N,7.1,VNA,12/03,VJ901,HAN,BKK,2026-03-12 05:15:00,5,17.0,0.0,135.0,156.0,3,5.0,,,,,,,,,,,173.0
VN-A632,A321-211,8.5,VJC,12/03,VJ901,HAN,BKK,2026-03-12 05:15:00,5,17.0,0.0,135.0,156.0,3,5.0,,,,,,,,,,,173.0
VN-A324,A321-231,14.8,VNA,12/03,VN610,BKK,HAN,2026-03-12 05:20:00,5,52.0,10.0,60.0,56.0,3,10.0,,,,,,,,,,,108.0
VN-A501,A321-272N,7.2,VNA,12/03,VN660,SIN,HAN,2026-03-12 05:25:00,5,13.0,8.0,60.0,69.0,2,8.0,,,,,,,,,,,82.0
VN-A585,A321-211,14.1,BAV,12/03,QH9588,DAD,MFM,2026-03-12 05:30:00,5,59.0,13.0,190.0,198.0,2,13.0,,,,,,,,,,,257.0
VN-A358,A321-231,17.6,VNA,12/03,VN7165,HAN,DAD,2026-03-12 05:35:00,5,14.0,4.0,1200.0,1200.0,1,0.0,,,,,,,,,,,1214.0
VN-A663,A320-214,10.5,VJC,12/03,VJ826,KUL,SGN,2026-03-12 05:35:00,5,31.0,38.0,60.0,46.0,4,58.0,,,,,,,,,,,77.0
VN-A392,A321-231,13.5,VNA,12/03,VN615,HAN,BKK,2026-03-12 05:40:00,5,6.0,9.0,50.0,63.0,3,18.0,,,,,,,,,,,69.0
VN-A814,A330-343,10.4,VJC,12/03,VJ142,SGN,HAN,2026-03-12 05:40:00,5,25.0,13.0,405.0,387.0,1,0.0,,,,,,,,,,,412.0
VN-A618,A321-272N,7.1,VNA,12/03,VN7118,SGN,DAD,2026-03-12 05:44:00,5,0.0,13.0,179.0,186.0,3,24.0,,,,,,,,,,,186.0
VN-A329,A321-231,14.3,VNA,12/03,VN506,HAN,CAN,2026-03-12 05:45:00,5,9.0,3.0,75.0,90.0,5,45.0,,,,,,,,,,,99.0
VN-A227,A321-211,13.0,BAV,12/03,QH1415,HAN,CXR,2026-03-12 05:55:00,5,536.0,430.0,85.0,-340.0,2,430.0,,,,,,,,,,,196.0
VN-A525,A321-271NX,2.5,VJC,12/03,VJ198,SGN,HAN,2026-03-12 06:00:00,6,22.0,53.0,80.0,63.0,6,152.0,,,,,,,,,,,85.0
VN-A619,A321-272N,7.1,VNA,12/03,VN248,SGN,HAN,2026-03-12 06:00:00,6,30.0,0.0,91.0,91.0,2,0.0,,,,,,,,,,,121.0
VN-A650,A320-214,11.1,VJC,12/03,VJ703,DAD,VCA,2026-03-12 06:00:00,6,72.0,63.0,30.0,-6.0,4,106.0,,,,,,,,,,,66.0
VN-A332,A321-231,14.3,VNA,12/03,VN1371,HUI,SGN,2026-03-12 06:05:00,6,144.0,135.0,35.0,-82.0,5,204.0,,,,,,,,,,,62.0
VN-A634,A321-211,8.3,VJC,12/03,VJ894,DPS,SGN,2026-03-12 06:05:00,6,6.0,32.0,60.0,80.0,4,123.0,,,,,,,,,,,86.0
VN-A629,A321-211,7.3,VJC,12/03,VJ207,TBB,SGN,2026-03-12 06:10:00,6,40.0,49.0,30.0,5.0,10,215.0,,,,,,,,,,,45.0
VN-A637,A321-211,8.3,VJC,12/03,VJ251,THD,SGN,2026-03-12 06:10:00,6,17.0,26.0,30.0,32.0,4,69.0,,,,,,,,,,,49.0
VN-A655,A320-214,11.1,VJC,12/03,VJ460,VCA,HAN,2026-03-12 06:10:00,6,55.0,51.0,30.0,-1.0,2,51.0,,,,,,,,,,,54.0
VN-A812,A330-343,15.5,VJC,12/03,VJ67,CXR,NQZ,2026-03-12 06:10:00,6,0.0,29.0,150.0,149.0,2,29.0,,,,,,,,,,,149.0
ER-00005,A320-214,12.2,BAV,12/03,QH242,SGN,HAN,2026-03-12 06:15:00,6,20.0,,-15.0,85.0,1,0.0,,,,,,,,,,,105.0
JU-1410,A320-214,14.9,BAV,12/03,QH251,HAN,SGN,2026-03-12 06:15:00,6,377.0,366.0,45.0,-294.0,2,366.0,,,,,,,,,,,83.0
VN-A639,A321-211,8.2,VJC,12/03,VJ258,SGN,THD,2026-03-12 06:20:00,6,23.0,51.0,70.0,45.0,3,94.0,,,,,,,,,,,68.0
VN-A323,A321-231,14.9,VNA,12/03,VN1265,VII,SGN,2026-03-12 06:30:00,6,39.0,45.0,35.0,11.0,3,45.0,,,,,,,,,,,50.0
VN-A522,A321-211,10.8,VJC,12/03,VJ824,KUL,DAD,2026-03-12 06:30:00,6,36.0,7.0,60.0,64.0,2,7.0,,,,,,,,,,,100.0
VN-A544,A321-211,10.0,VJC,12/03,VJ635,DAD,SGN,2026-03-12 06:30:00,6,98.0,62.0,30.0,-13.0,4,116.0,,,,,,,,,,,85.0
VN-A815,A330-343,10.3,VJC,12/03,VJ5062,CXR,KJA,2026-03-12 06:30:00,6,0.0,21.0,160.0,161.0,2,21.0,,,,,,,,,,,161.0
VN-A390,A321-231,13.5,VNA,12/03,VN1394,SGN,UIH,2026-03-12 06:35:00,6,61.0,86.0,80.0,12.0,9,367.0,,,,,,,,,,,73.0
VN-A636,A321-211,8.3,VJC,12/03,VJ513,HAN,DAD,2026-03-12 06:35:00,6,40.0,24.0,30.0,24.0,5,68.0,,,,,,,,,,,64.0
VN-A393,A321-231,13.5,VNA,12/03,VN170,DAD,HAN,2026-03-12 06:40:00,6,21.0,12.0,35.0,39.0,11,145.0,,,,,,,,,,,60.0
VN-A656,A320-214,10.9,VJC,12/03,VJ373,VCL,SGN,2026-03-12 06:40:00,6,7.0,23.0,30.0,31.0,7,126.0,,,,,,,,,,,38.0
VN-A662,A320-214,10.5,VJC,12/03,VJ213,VII,SGN,2026-03-12 06:45:00,6,0.0,25.0,40.0,37.0,2,25.0,,,,,,,,,,,36.0
VN-A335,A321-231,13.6,VNA,12/03,VN594,SGN,HKG,2026-03-12 06:50:00,6,28.0,5.0,40.0,46.0,5,76.0,,,,,,,,,,,74.0
VN-A617,A321-272N,7.3,VNA,12/03,VN1266,SGN,VII,2026-03-12 06:50:00,6,10.0,1.0,145.0,161.0,3,14.0,,,,,,,,,,,171.0
VN-A535,A321-211,10.1,VJC,12/03,VJ916,SIN,HAN,2026-03-12 06:55:00,6,6.0,20.0,60.0,60.0,2,20.0,,,,,,,,,,,66.0
ER-00005,A320-214,12.2,BAV,12/03,QH1214,UIH,HAN,2026-03-12 07:00:00,7,,20.0,-85.0,-79.0,1,0.0,,,,,,,,,,,
VN-A334,A321-231,13.8,VNA,12/03,VN129,DAD,SGN,2026-03-12 07:00:00,7,15.0,7.0,55.0,74.0,3,34.0,,,,,,,,,,,89.0
VN-A542,A321-211,10.0,VJC,12/03,VJ632,SGN,DAD,2026-03-12 07:00:00,7,71.0,37.0,30.0,12.0,4,103.0,,,,,,,,,,,83.0
VN-A666,A320-214,17.2,VJC,12/03,VJ374,SGN,VCL,2026-03-12 07:10:00,7,35.0,44.0,60.0,29.0,4,101.0,,,,,,,,,,,64.0
VN-A325,A321-231,14.8,VNA,12/03,VN1804,HAN,DIN,2026-03-12 07:15:00,7,6.0,43.0,125.0,113.0,3,79.0,,,,,,,,,,,119.0
VN-A616,A321-272N,6.9,VNA,12/03,VN503,CAN,SGN,2026-03-12 07:20:00,7,21.0,30.0,70.0,69.0,3,30.0,,,,,,,,,,,90.0
VN-A674,A321-271N,7.6,VJC,12/03,VJ942,HAN,TPE,2026-03-12 07:25:00,7,14.0,19.0,80.0,134.0,3,24.0,,,,,,,,,,,148.0
VN-A891,A350-941,9.2,VNA,12/03,VN525,PVG,SGN,2026-03-12 07:25:00,7,59.0,36.0,70.0,69.0,5,78.0,,,,,,,,,,,128.0
VN-A536,A321-271NX,3.2,VJC,12/03,VJ898,DPS,SGN,2026-03-12 07:35:00,7,25.0,49.0,60.0,40.0,2,49.0,,,,,,,,,,,65.0
VN-A635,A321-211,8.4,VJC,12/03,VJ254,SGN,THD,2026-03-12 07:35:00,7,25.0,26.0,45.0,42.0,3,41.0,,,,,,,,,,,67.0
VN-A641,A321-211,8.8,VJC,12/03,VJ1491,HAN,BMV,2026-03-12 07:35:00,7,12.0,63.0,160.0,107.0,3,93.0,,,,,,,,,,,119.0
VN-A862,B787-900,10.6,VNA,12/03,VN385,HND,HAN,2026-03-12 07:35:00,7,14.0,3.0,90.0,104.0,3,10.0,,,,,,,,,,,118.0
VN-A503,A321-272N,6.8,VNA,12/03,VN7164,DAD,HAN,2026-03-12 07:40:00,7,32.0,25.0,90.0,80.0,2,25.0,,,,,,,,,,,112.0
VN-A523,A321-271NX,0.9,VJC,12/03,VJ876,SGN,HKG,2026-03-12 07:50:00,7,31.0,0.0,55.0,1485.0,7,132.0,,,,,,,,,,,1516.0
VN-A650,A320-214,11.1,VJC,12/03,VJ704,VCA,DAD,2026-03-12 08:00:00,8,72.0,72.0,30.0,-24.0,5,178.0,,,,,,,,,,,48.0
VN-A888,A350-941,10.5,VNA,12/03,VN215,HAN,SGN,2026-03-12 08:00:00,8,14.0,26.0,55.0,55.0,4,72.0,,,,,,,,,,,69.0
VN-A623,A321-272N,7.1,VNA,12/03,VJ902,BKK,HAN,2026-03-12 08:05:00,8,55.0,17.0,60.0,41.0,4,22.0,,,,,,,,,,,96.0
VN-A632,A321-211,8.5,VJC,12/03,VJ902,BKK,HAN,2026-03-12 08:05:00,8,55.0,17.0,60.0,41.0,4,22.0,,,,,,,,,,,96.0
VN-A669,A320-214,16.5,VJC,12/03,VJ446,PQC,HAN,2026-03-12 08:05:00,8,18.0,3.0,80.0,94.0,3,38.0,,,,,,,,,,,112.0
VN-A618,A321-272N,7.1,VNA,12/03,VN7119,DAD,SGN,2026-03-12 08:06:00,8,0.0,0.0,76.0,76.0,4,24.0,,,,,,,,,,,76.0
VN-A326,A321-231,14.7,VNA,12/03,VN134,SGN,DAD,2026-03-12 08:15:00,8,3.0,9.0,65.0,75.0,4,42.0,,,,,,,,,,,78.0
VN-A358,A321-231,17.6,VNA,12/03,VN627,DAD,BKK,2026-03-12 08:15:00,8,23.0,14.0,75.0,80.0,2,14.0,,,,,,,,,,,103.0
VN-A390,A321-231,13.5,VNA,12/03,VN1395,UIH,SGN,2026-03-12 08:15:00,8,61.0,61.0,35.0,-4.0,10,428.0,,,,,,,,,,,57.0
VN-A629,A321-211,7.3,VJC,12/03,VJ194,SGN,HAN,2026-03-12 08:20:00,8,22.0,40.0,60.0,47.0,11,255.0,,,,,,,,,,,69.0
VN-A861,B787-900,10.8,VNA,12/03,VN791,SGN,PER,2026-03-12 08:20:00,8,11.0,14.0,190.0,201.0,2,14.0,,,,,,,,,,,212.0
VN-A329,A321-231,14.3,VNA,12/03,VN507,CAN,HAN,2026-03-12 08:25:00,8,13.0,9.0,60.0,72.0,6,54.0,,,,,,,,,,,85.0
VN-A636,A321-211,8.3,VJC,12/03,VJ514,DAD,HAN,2026-03-12 08:25:00,8,62.0,40.0,30.0,9.0,6,108.0,,,,,,,,,,,71.0
VN-A672,A320-214,10.1,VJC,12/03,VJ433,HAN,UIH,2026-03-12 08:25:00,8,23.0,75.0,270.0,212.0,1,0.0,,,,,,,,,,,235.0
VN-A585,A321-211,14.1,BAV,12/03,QH9589,MFM,DAD,2026-03-12 08:40:00,8,23.0,59.0,90.0,52.0,3,72.0,,,,,,,,,,,75.0
VN-A324,A321-231,14.8,VNA,12/03,VN619,HAN,BKK,2026-03-12 08:50:00,8,20.0,52.0,95.0,63.0,4,62.0,,,,,,,,,,,83.0
VN-A325,A321-231,14.8,VNA,12/03,VN1805,DIN,HAN,2026-03-12 08:50:00,8,2.0,6.0,35.0,52.0,4,85.0,,,,,,,,,,,54.0
VN-A639,A321-211,8.2,VJC,12/03,VJ253,THD,SGN,2026-03-12 08:50:00,8,13.0,23.0,30.0,38.0,4,117.0,,,,,,,,,,,51.0
VN-A336,A321-231,13.6,VNA,12/03,VN403,ICN,SGN,2026-03-12 08:55:00,8,14.0,21.0,90.0,97.0,3,27.0,,,,,,,,,,,111.0
VN-A392,A321-231,13.5,VNA,12/03,VN614,BKK,HAN,2026-03-12 08:55:00,8,29.0,6.0,70.0,80.0,4,24.0,,,,,,,,,,,109.0
VN-A525,A321-271NX,2.5,VJC,12/03,VJ423,HAN,PXU,2026-03-12 08:55:00,8,25.0,22.0,45.0,51.0,7,174.0,,,,,,,,,,,76.0
VN-A532,A321-211,11.0,VJC,12/03,VJ191,HAN,SGN,2026-03-12 08:55:00,8,36.0,4.0,60.0,98.0,9,167.0,,,,,,,,,,,134.0
VN-A666,A320-214,17.2,VJC,12/03,VJ375,VCL,SGN,2026-03-12 08:55:00,8,19.0,35.0,30.0,15.0,5,136.0,,,,,,,,,,,34.0
VN-A534,A321-271NX,5.3,VJC,12/03,VJ195,HAN,SGN,2026-03-12 09:00:00,9,37.0,23.0,110.0,94.0,3,34.0,,,,,,,,,,,131.0
VN-A663,A320-214,10.5,VJC,12/03,VJ1831,SGN,VTE,2026-03-12 09:00:00,9,14.0,31.0,90.0,82.0,5,89.0,,,,,,,,,,,96.0
VN-A886,A350-941,10.8,VNA,12/03,VN415,ICN,HAN,2026-03-12 09:05:00,9,24.0,28.0,95.0,70.0,3,77.0,,,,,,,,,,,94.0
VN-A617,A321-272N,7.3,VNA,12/03,VN1267,VII,SGN,2026-03-12 09:10:00,9,0.0,10.0,35.0,45.0,4,24.0,,,,,,,,,,,44.0
VN-A619,A321-272N,7.1,VNA,12/03,VN179,HAN,DAD,2026-03-12 09:10:00,9,31.0,30.0,65.0,57.0,3,30.0,,,,,,,,,,,88.0
VN-A227,A321-211,13.0,BAV,12/03,QH147,HAN,DAD,2026-03-12 09:20:00,9,,536.0,85.0,-425.0,3,966.0,,,,,,,,,,,
VN-A334,A321-231,13.8,VNA,12/03,VN657,SGN,SIN,2026-03-12 09:20:00,9,48.0,15.0,50.0,63.0,4,49.0,,,,,,,,,,,111.0
VN-A653,A321-271N,7.5,VJC,12/03,VJ913,HAN,SAI,2026-03-12 09:20:00,9,24.0,17.0,140.0,175.0,8,189.0,,,,,,,,,,,199.0
VN-A500,A321-271NX,0.9,VJC,12/03,VJ998,DPS,HAN,2026-03-12 09:25:00,9,14.0,38.0,60.0,73.0,10,330.0,,,,,,,,,,,87.0
ER-00005,A320-214,12.2,BAV,12/03,QH255,HAN,SGN,2026-03-12 09:30:00,9,,,,,1,0.0,,,,,,,,,,,
VN-A585,A321-211,14.1,BAV,12/03,QH1124,SGN,UIH,2026-03-12 09:30:00,9,283.0,23.0,-65.0,-63.0,1,0.0,,,,,,,,,,,220.0
VN-A501,A321-272N,7.2,VNA,12/03,VN1207,HAN,VCA,2026-03-12 09:35:00,9,19.0,13.0,50.0,70.0,3,21.0,,,,,,,,,,,89.0
VN-A811,A330-343,17.3,VJC,12/03,VJ64,NQZ,PQC,2026-03-12 09:39:00,9,0.0,0.0,1025.0,665.0,1,0.0,,,,,,,,,,,665.0
VN-A866,B787-900,10.2,VNA,12/03,VN252,SGN,HAN,2026-03-12 09:40:00,9,16.0,19.0,175.0,165.0,3,62.0,,,,,,,,,,,181.0
VN-A323,A321-231,14.9,VNA,12/03,VN570,SGN,TPE,2026-03-12 09:50:00,9,28.0,39.0,90.0,67.0,4,84.0,,,,,,,,,,,95.0
VN-A503,A321-272N,6.8,VNA,12/03,VN7621,HAN,UIH,2026-03-12 09:50:00,9,25.0,32.0,35.0,38.0,3,57.0,,,,,,,,,,,63.0
VN-A637,A321-211,8.3,VJC,12/03,VJ396,SGN,PXU,2026-03-12 09:50:00,9,20.0,17.0,100.0,103.0,5,86.0,,,,,,,,,,,123.0
VN-A641,A321-211,8.8,VJC,12/03,VJ1492,BMV,HAN,2026-03-12 09:50:00,9,19.0,12.0,30.0,37.0,4,105.0,,,,,,,,,,,56.0
VN-A865,B787-900,10.2,VNA,12/03,VN38,CPH,SGN,2026-03-12 09:50:00,9,17.0,16.0,290.0,325.0,1,0.0,,,,,,,,,,,342.0
VN-A393,A321-231,13.5,VNA,12/03,VN1717,HAN,VII,2026-03-12 10:00:00,10,11.0,21.0,115.0,121.0,12,166.0,,,,,,,,,,,132.0
VN-A332,A321-231,14.3,VNA,12/03,VN7138,SGN,DAD,2026-03-12 10:05:00,10,43.0,144.0,150.0,21.0,6,348.0,,,,,,,,,,,64.0
VN-A544,A321-211,10.0,VJC,12/03,VJ250,SGN,THD,2026-03-12 10:05:00,10,17.0,98.0,130.0,47.0,5,214.0,,,,,,,,,,,64.0
VN-A635,A321-211,8.4,VJC,12/03,VJ1245,THD,SGN,2026-03-12 10:05:00,10,19.0,25.0,30.0,32.0,4,66.0,,,,,,,,,,,51.0
VN-A326,A321-231,14.7,VNA,12/03,VN135,DAD,SGN,2026-03-12 10:10:00,10,12.0,3.0,35.0,43.0,5,45.0,,,,,,,,,,,55.0
VN-A650,A320-214,11.1,VJC,12/03,VJ722,DAD,HPH,2026-03-12 10:10:00,10,78.0,72.0,40.0,-4.0,6,250.0,,,,,,,,,,,74.0
VN-A671,A320-214,10.1,VJC,12/03,VJ147,HAN,SGN,2026-03-12 10:10:00,10,19.0,45.0,50.0,34.0,11,243.0,,,,,,,,,,,53.0
VN-A618,A321-272N,7.1,VNA,12/03,VN7378,SGN,HUI,2026-03-12 10:20:00,10,0.0,0.0,66.0,66.0,5,24.0,,,,,,,,,,,66.0
VN-A646,A321-271N,8.2,VJC,12/03,VJ820,SGN,HND,2026-03-12 10:20:00,10,39.0,43.0,95.0,58.0,3,75.0,,,,,,,,,,,97.0
VN-A636,A321-211,8.3,VJC,12/03,VJ465,HAN,VCA,2026-03-12 10:25:00,10,64.0,62.0,40.0,-12.0,7,170.0,,,,,,,,,,,52.0
VN-A672,A320-214,10.1,VJC,12/03,VJ432,UIH,HAN,2026-03-12 10:30:00,10,27.0,23.0,30.0,21.0,2,23.0,,,,,,,,,,,48.0
VN-A325,A321-231,14.8,VNA,12/03,VN578,HAN,TPE,2026-03-12 10:35:00,10,11.0,2.0,50.0,52.0,5,87.0,,,,,,,,,,,63.0
VN-A335,A321-231,13.6,VNA,12/03,VN595,HKG,SGN,2026-03-12 10:40:00,10,23.0,28.0,75.0,81.0,6,104.0,,,,,,,,,,,104.0
VN-A655,A320-214,11.1,VJC,12/03,VJ445,HAN,PQC,2026-03-12 10:40:00,10,21.0,55.0,140.0,102.0,3,106.0,,,,,,,,,,,123.0
VN-A666,A320-214,17.2,VJC,12/03,VJ384,SGN,UIH,2026-03-12 10:45:00,10,32.0,19.0,30.0,34.0,6,155.0,,,,,,,,,,,66.0
VN-A889,A350-941,10.4,VNA,12/03,VN973,HAN,BOM,2026-03-12 10:45:00,10,11.0,0.0,270.0,326.0,1,0.0,,,,,,,,,,,337.0
VN-A390,A321-231,13.5,VNA,12/03,VN580,SGN,KHH,2026-03-12 10:50:00,10,43.0,61.0,85.0,41.0,11,489.0,,,,,,,,,,,84.0
VN-A358,A321-231,17.6,VNA,12/03,VN626,BKK,DAD,2026-03-12 11:00:00,11,35.0,23.0,60.0,55.0,3,37.0,,,,,,,,,,,90.0
VN-A525,A321-271NX,2.5,VJC,12/03,VJ424,PXU,HAN,2026-03-12 11:00:00,11,30.0,25.0,30.0,22.0,8,199.0,,,,,,,,,,,52.0
VN-A674,A321-271N,7.6,VJC,12/03,VJ943,TPE,HAN,2026-03-12 11:00:00,11,28.0,14.0,60.0,57.0,4,38.0,,,,,,,,,,,85.0
VN-A619,A321-272N,7.1,VNA,12/03,VN180,DAD,HAN,2026-03-12 11:05:00,11,69.0,31.0,35.0,22.0,4,61.0,,,,,,,,,,,91.0
VN-A656,A320-214,10.9,VJC,12/03,VJ3948,SGN,PKX,2026-03-12 11:05:00,11,59.0,7.0,185.0,200.0,8,133.0,,,,,,,,,,,259.0
VN-A693,A321-271N,7.0,VJC,12/03,VJ601,CXR,SGN,2026-03-12 11:05:00,11,46.0,0.0,450.0,1823.0,1,0.0,,,,,,,,,,,1869.0
VN-A616,A321-272N,6.9,VNA,12/03,VN1414,SGN,BMV,2026-03-12 11:10:00,11,15.0,21.0,50.0,69.0,4,51.0,,,,,,,,,,,84.0
VN-A629,A321-211,7.3,VJC,12/03,VJ193,HAN,SGN,2026-03-12 11:10:00,11,16.0,22.0,40.0,42.0,12,277.0,,,,,,,,,,,58.0
VN-A227,A321-211,13.0,BAV,12/03,QH146,DAD,HAN,2026-03-12 11:15:00,11,,,30.0,115.0,4,966.0,,,,,,,,,,,
