DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS
12/03,VJ703,DAD,VCA,1h12m,06:00,07:12,07:30,Landed 15:24,red,2026-03-12 08:24,72.0
12/03,VJ718,PQC,DAD,1h18m,03:45,04:48,05:30,Landed 13:06,yellow,2026-03-12 06:06,78.0
12/03,VJ719,DAD,PQC,1h28m,01:25,02:08,03:10,Landed 10:36,yellow,2026-03-12 03:36,88.0
11/03,VJ620,SGN,DAD,1h1m,23:30,00:08,00:50,Landed 08:09,yellow,2026-03-11 01:09,61.0
11/03,VJ285,HPH,SGN,1h34m,16:25,16:47,18:25,Landed 01:21,green,2026-03-11 18:21,94.0
11/03,VJ284,SGN,HPH,1h35m,13:55,14:18,15:55,Landed 22:53,green,2026-03-11 15:53,95.0
11/03,VJ375,VCL,SGN,1h0m,08:55,09:42,10:15,Landed 17:42,yellow,2026-03-11 10:42,60.0
11/03,VJ374,SGN,VCL,0h49m,07:10,08:16,08:25,Landed 16:05,yellow,2026-03-11 09:05,49.0
11/03,VJ802,BKK,SGN,1h20m,04:45,05:25,06:10,Landed 13:45,yellow,2026-03-11 06:45,80.0
11/03,VJ801,SGN,BKK,1h15m,02:15,02:51,03:45,Landed 11:06,yellow,2026-03-11 04:06,75.0
11/03,VJ381,UIH,SGN,0h44m,00:30,00:45,01:35,Landed 08:29,green,2026-03-11 01:29,44.0
10/03,VJ380,SGN,UIH,0h46m,22:50,23:12,00:01,Landed 06:58,green,2026-03-10 23:58,46.0
10/03,VJ1832,VTE,SGN,1h47m,11:45,12:18,13:45,Landed 21:05,yellow,2026-03-10 14:05,107.0
10/03,VJ1831,SGN,VTE,1h39m,09:00,09:44,10:45,Landed 18:23,yellow,2026-03-10 11:23,99.0
