DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS
21/04,VJ521,HAN,DAD,1h2m,11:45,12:45,13:05,Landed 20:47,yellow,2026-04-21 13:47,62
21/04,VJ512,DAD,HAN,1h7m,09:55,10:43,11:15,Landed 18:50,yellow,2026-04-21 11:50,67
21/04,VJ511,HAN,DAD,1h3m,08:05,08:39,09:25,Landed 16:42,yellow,2026-04-21 09:42,63
21/04,VJ1428,PXU,HAN,1h20m,05:40,05:46,07:15,Landed 14:06,green,2026-04-21 07:06,80
21/04,VJ1427,HAN,PXU,1h20m,03:30,03:47,05:05,Landed 12:07,green,2026-04-21 05:07,80
21/04,VJ492,BMV,HAN,1h31m,01:15,01:14,03:00,Landed 09:45,green,2026-04-21 02:45,91
20/04,VJ491,HAN,BMV,1h18m,23:00,23:11,00:45,Landed 07:29,green,2026-04-21 00:29,78
20/04,VJ496,BMV,HAN,1h28m,12:45,13:04,14:30,Landed 21:32,green,2026-04-20 14:32,88
20/04,VJ495,HAN,BMV,1h29m,10:30,10:40,12:15,Landed 19:09,green,2026-04-20 12:09,89
20/04,VJ902,BKK,HAN,1h38m,07:00,07:07,08:50,Landed 15:45,green,2026-04-20 08:45,98
20/04,VJ901,HAN,BKK,1h37m,04:10,04:20,06:00,Landed 12:57,green,2026-04-20 05:57,97
19/04,VJ496,BMV,HAN,1h29m,12:45,13:10,14:30,Landed 21:39,green,2026-04-19 14:39,89
19/04,VJ495,HAN,BMV,1h28m,10:30,10:48,12:15,Landed 19:16,green,2026-04-19 12:16,88
19/04,VJ446,PQC,HAN,1h48m,07:00,07:39,09:05,Landed 16:27,yellow,2026-04-19 09:27,108
19/04,VJ719,DAD,PQC,1h27m,04:40,05:08,06:25,Landed 13:35,green,2026-04-19 06:35,87
19/04,VJ718,PQC,DAD,1h22m,02:25,02:51,04:10,Landed 11:13,green,2026-04-19 04:13,82
19/04,VJ339,SGN,PQC,0h33m,00:50,01:05,01:50,Landed 08:38,green,2026-04-19 01:38,33
18/04,VJ159,HAN,SGN,1h50m,13:10,13:26,15:20,Landed 22:16,green,2026-04-18 15:16,110
18/04,VJ152,SGN,HAN,1h47m,10:10,10:25,12:20,Landed 19:12,green,2026-04-18 12:12,107
18/04,VJ633,DAD,SGN,1h8m,07:50,08:06,09:10,Landed 16:14,green,2026-04-18 09:14,68
17/04,VJ646,SGN,DAD,1h1m,13:40,13:58,15:00,Landed 21:59,green,2026-04-17 14:59,61
17/04,VJ273,HPH,SGN,1h44m,10:50,11:16,12:50,Landed 20:00,green,2026-04-17 13:00,104
17/04,VJ7079,MFM,HPH,1h42m,08:33,08:33,,Landed 17:15,red,2026-04-17 10:15,102
17/04,VJ7078,HPH,MFM,1h37m,05:31,05:31,07:08,Landed 15:08,red,2026-04-17 07:08,97
16/04,VJ488,VCA,HPH,1h45m,10:50,12:30,12:55,Landed 21:15,red,2026-04-16 14:15,105
16/04,VJ489,HPH,VCA,1h51m,08:15,09:44,10:20,Landed 18:35,red,2026-04-16 11:35,111
16/04,VJ670,BMV,HPH,1h20m,06:05,07:27,07:45,Landed 15:47,red,2026-04-16 08:47,80
16/04,VJ671,HPH,BMV,1h24m,03:55,05:17,05:35,Landed 13:41,red,2026-04-16 06:41,84
16/04,VJ272,SGN,HPH,1h52m,02:00,02:21,04:00,Landed 11:13,green,2026-04-16 04:13,112
15/04,VJ639,DAD,SGN,1h7m,10:05,10:17,11:30,Landed 18:24,green,2026-04-15 11:24,67
15/04,VJ640,SGN,DAD,0h56m,08:10,08:19,09:30,Landed 16:15,green,2026-04-15 09:15,56
15/04,VJ305,HUI,SGN,1h4m,05:25,05:46,06:50,Landed 13:50,green,2026-04-15 06:50,64
15/04,VJ306,SGN,HUI,1h3m,03:30,03:45,04:55,Landed 11:48,green,2026-04-15 04:48,63
15/04,VJ301,HUI,SGN,1h7m,00:25,00:41,01:50,Landed 08:48,green,2026-04-15 01:48,67
14/04,VJ302,SGN,HUI,1h5m,22:30,22:41,23:55,Landed 06:46,green,2026-04-14 23:46,65
14/04,VJ800,BKK,SGN,1h23m,08:45,10:44,10:15,Landed 19:07,red,2026-04-14 12:07,83
14/04,VJ807,SGN,BKK,1h17m,06:15,07:54,07:45,Landed 16:11,red,2026-04-14 09:11,77
14/04,VJ241,THD,SGN,1h50m,01:10,02:39,03:10,Landed 11:29,red,2026-04-14 04:29,110
13/04,VJ242,SGN,THD,1h44m,22:40,00:03,00:40,Landed 08:47,red,2026-04-13 01:47,104
13/04,VJ639,DAD,SGN,1h13m,10:05,10:58,11:30,Landed 19:11,yellow,2026-04-13 12:11,73
13/04,VJ640,SGN,DAD,1h1m,08:10,08:53,09:30,Landed 16:54,yellow,2026-04-13 09:54,61
13/04,VJ275,HPH,SGN,1h42m,05:30,05:55,07:30,Landed 14:37,green,2026-04-13 07:37,102
13/04,VJ274,SGN,HPH,1h44m,03:00,03:14,05:00,Landed 11:58,green,2026-04-13 04:58,104
13/04,VJ301,HUI,SGN,1h6m,00:25,00:29,01:50,Landed 08:35,green,2026-04-13 01:35,66
12/04,VJ302,SGN,HUI,1h6m,22:30,22:34,23:55,Landed 06:40,green,2026-04-12 23:40,66
12/04,VJ311,HUI,SGN,1h5m,12:55,13:16,14:20,Landed 21:21,green,2026-04-12 14:21,65
12/04,VJ312,SGN,HUI,1h4m,11:00,11:14,12:25,Landed 19:18,green,2026-04-12 12:18,64
12/04,VJ336,PQC,SGN,0h49m,09:10,09:21,10:15,Landed 17:10,green,2026-04-12 10:10,49
12/04,VJ325,SGN,PQC,0h34m,07:25,07:46,08:35,Landed 15:20,green,2026-04-12 08:20,34
12/04,VJ227,VII,SGN,1h33m,04:10,04:45,06:00,Landed 13:18,yellow,2026-04-12 06:18,93
12/04,VJ740,BMV,VII,1h10m,02:15,02:42,03:40,Landed 10:52,green,2026-04-12 03:52,70
12/04,VJ741,VII,BMV,1h8m,00:20,00:34,01:45,Landed 08:42,green,2026-04-12 01:42,68
11/04,VJ224,SGN,VII,1h26m,22:00,22:14,23:50,Landed 06:40,green,2026-04-11 23:40,86
11/04,VJ647,DAD,SGN,1h10m,14:50,14:54,16:15,Landed 23:04,green,2026-04-11 16:04,70
11/04,VJ648,SGN,DAD,0h59m,13:00,13:03,14:20,Landed 21:02,green,2026-04-11 14:02,59
11/04,VJ639,DAD,SGN,1h0m,10:05,10:45,11:30,Landed 18:45,green,2026-04-11 11:45,60
11/04,VJ640,SGN,DAD,0h58m,08:10,08:48,09:30,Landed 16:46,yellow,2026-04-11 09:46,58
11/04,VJ305,HUI,SGN,1h10m,05:25,06:35,06:50,Landed 14:45,red,2026-04-11 07:45,70
11/04,VJ306,SGN,HUI,1h3m,03:30,04:35,04:55,Landed 12:38,yellow,2026-04-11 05:38,63
11/04,VJ271,HPH,SGN,1h51m,01:00,01:26,03:00,Landed 10:17,yellow,2026-04-11 03:17,111
10/04,VJ270,SGN,HPH,1h42m,22:30,22:50,00:30,Landed 07:32,green,2026-04-11 00:32,102
10/04,VJ281,HPH,SGN,1h45m,10:45,11:09,12:45,Landed 19:54,green,2026-04-10 12:54,105
10/04,VJ280,SGN,HPH,1h41m,08:15,08:34,10:15,Landed 17:15,green,2026-04-10 10:15,101
10/04,VJ305,HUI,SGN,1h7m,05:25,05:39,06:50,Landed 13:46,green,2026-04-10 06:46,67
10/04,VJ306,SGN,HUI,1h5m,03:30,03:44,04:55,Landed 11:49,green,2026-04-10 04:49,65
10/04,VJ625,DAD,SGN,1h9m,00:10,00:05,01:30,Landed 08:14,green,2026-04-10 01:14,69
09/04,VJ646,SGN,DAD,0h59m,13:40,13:41,15:00,Landed 21:40,green,2026-04-09 14:40,59
09/04,VJ395,PXU,SGN,0h44m,11:20,11:27,12:30,Landed 19:11,green,2026-04-09 12:11,44
09/04,VJ394,SGN,PXU,0h46m,09:40,10:02,10:50,Landed 17:48,green,2026-04-09 10:48,46
09/04,VJ633,DAD,SGN,1h2m,07:50,07:54,09:10,Landed 15:56,green,2026-04-09 08:56,62
07/04,VJ521,HAN,DAD,1h2m,11:45,12:26,13:05,Landed 20:28,yellow,2026-04-07 13:28,62
07/04,VJ512,DAD,HAN,1h5m,09:55,10:29,11:15,Landed 18:34,yellow,2026-04-07 11:34,65
07/04,VJ511,HAN,DAD,1h2m,08:05,08:35,09:25,Landed 16:37,green,2026-04-07 09:37,62
07/04,VJ510,DAD,HAN,1h4m,06:15,06:35,07:35,Landed 14:39,green,2026-04-07 07:39,64
07/04,VJ507,HAN,DAD,1h7m,04:10,04:16,05:30,Landed 12:23,green,2026-04-07 05:23,67
06/04,VJ776,CXR,HAN,1h44m,11:20,12:28,13:10,Landed 21:12,red,2026-04-06 14:12,104
06/04,VJ773,HAN,CXR,1h28m,09:00,10:01,10:50,Landed 18:29,yellow,2026-04-06 11:29,88
06/04,VJ508,DAD,HAN,1h0m,07:05,08:07,08:25,Landed 16:07,yellow,2026-04-06 09:07,60
06/04,VJ515,HAN,DAD,1h4m,05:10,06:12,06:30,Landed 14:16,red,2026-04-06 07:16,64
06/04,VJ506,DAD,HAN,1h1m,03:55,04:13,05:15,Landed 12:14,green,2026-04-06 05:14,61
06/04,VJ505,HAN,DAD,1h3m,02:05,02:13,03:25,Landed 10:16,green,2026-04-06 03:16,63
05/04,VJ39,TSN,HAN,3h31m,16:38,16:38,20:09,Landed 03:09,red,2026-04-05 20:09,211
22/03,VJ38,HAN,TSN,3h31m,15:16,15:16,,Estimated 02:47,,2026-03-22 18:47,211
22/03,VJ198,SGN,HAN,1h51m,06:00,07:13,08:10,Landed 16:04,red,2026-03-22 09:04,111
22/03,VJ273,HPH,SGN,2h0m,03:15,03:43,05:15,Landed 12:43,yellow,2026-03-22 05:43,120
22/03,VJ272,SGN,HPH,1h52m,00:45,00:55,02:45,Landed 09:47,green,2026-03-22 02:47,112
21/03,VJ257,THD,SGN,1h35m,13:50,14:05,15:50,Landed 22:40,green,2026-03-21 15:40,95
21/03,VJ1246,SGN,THD,1h30m,11:20,11:46,13:20,Landed 20:16,green,2026-03-21 13:16,90
21/03,VJ804,BKK,SGN,1h21m,07:00,08:41,08:30,Landed 17:02,red,2026-03-21 10:02,81
21/03,VJ803,SGN,BKK,1h13m,04:30,05:13,06:00,Landed 13:26,yellow,2026-03-21 06:26,73
21/03,VJ261,VDH,SGN,1h18m,00:35,00:30,02:10,Landed 08:48,green,2026-03-21 01:48,78
20/03,VJ260,SGN,VDH,1h10m,22:30,22:36,00:05,Landed 06:46,green,2026-03-20 23:46,70
20/03,VJ225,VII,SGN,1h29m,13:20,13:29,15:20,Landed 21:58,green,2026-03-20 14:58,89
20/03,VJ220,SGN,VII,1h29m,10:50,11:05,12:50,Landed 19:34,green,2026-03-20 12:34,89
20/03,VJ804,BKK,SGN,1h19m,07:00,08:03,08:30,Landed 16:22,red,2026-03-20 09:22,79
20/03,VJ803,SGN,BKK,1h21m,04:30,05:26,06:00,Landed 13:47,red,2026-03-20 06:47,81
20/03,VJ261,VDH,SGN,1h19m,00:35,02:36,02:10,Landed 10:55,red,2026-03-20 03:55,79
19/03,VJ260,SGN,VDH,1h16m,22:30,00:33,00:05,Landed 08:49,red,2026-03-19 01:49,76
19/03,VJ281,HPH,SGN,1h41m,13:45,14:09,15:45,Landed 22:50,green,2026-03-19 15:50,101
19/03,VJ280,SGN,HPH,1h41m,11:15,11:36,13:15,Landed 20:17,green,2026-03-19 13:17,101
19/03,VJ251,THD,SGN,1h32m,06:10,06:35,08:10,Landed 15:07,green,2026-03-19 08:07,92
19/03,VJ248,SGN,THD,1h32m,03:40,04:06,05:40,Landed 12:38,green,2026-03-19 05:38,92
19/03,VJ301,HUI,SGN,1h1m,00:25,00:31,01:50,Landed 08:32,green,2026-03-19 01:32,61
18/03,VJ302,SGN,HUI,1h0m,22:30,22:42,23:55,Landed 06:42,green,2026-03-18 23:42,60
18/03,VJ281,HPH,SGN,1h37m,13:45,13:45,15:45,Landed 22:22,green,2026-03-18 15:22,97
18/03,VJ280,SGN,HPH,1h35m,11:15,11:26,13:15,Landed 20:01,green,2026-03-18 13:01,95
18/03,VJ328,PQC,SGN,0h42m,07:30,08:08,08:35,Landed 15:50,green,2026-03-18 08:50,42
18/03,VJ347,SGN,PQC,0h39m,05:50,06:25,07:00,Landed 14:04,green,2026-03-18 07:04,39
18/03,VJ625,DAD,SGN,1h18m,03:10,03:59,04:35,Landed 12:17,yellow,2026-03-18 05:17,78
18/03,VJ624,SGN,DAD,1h12m,01:20,01:48,02:40,Landed 10:00,yellow,2026-03-18 03:00,72
17/03,VJ639,DAD,SGN,1h2m,10:15,10:31,11:40,Landed 18:33,green,2026-03-17 11:33,62
17/03,VJ638,SGN,DAD,1h0m,08:25,08:35,09:45,Landed 16:35,green,2026-03-17 09:35,60
17/03,VJ207,TBB,SGN,0h45m,06:10,06:13,07:20,Landed 13:58,green,2026-03-17 06:58,45
17/03,VJ206,SGN,TBB,0h50m,04:30,04:34,05:40,Landed 12:24,green,2026-03-17 05:24,50
17/03,VJ324,PQC,SGN,0h49m,02:05,02:29,03:10,Landed 10:18,green,2026-03-17 03:18,49
17/03,VJ325,SGN,PQC,0h36m,00:30,01:00,01:30,Landed 08:36,green,2026-03-17 01:36,36
16/03,VJ253,THD,SGN,1h51m,08:50,09:12,10:50,Landed 18:03,green,2026-03-16 11:03,111
16/03,VJ258,SGN,THD,1h33m,06:20,06:49,08:20,Landed 15:22,green,2026-03-16 08:22,93
16/03,VJ1215,VII,SGN,1h29m,03:20,03:32,05:10,Landed 12:01,green,2026-03-16 05:01,89
16/03,VJ1212,SGN,VII,1h23m,01:00,01:25,02:50,Landed 09:48,green,2026-03-16 02:48,83
15/03,VJ155,HAN,SGN,1h48m,13:05,13:32,15:15,Landed 22:20,green,2026-03-15 15:20,108
15/03,VJ152,SGN,HAN,1h46m,10:00,10:30,12:15,Landed 19:16,green,2026-03-15 12:16,106
15/03,VJ307,HUI,SGN,1h15m,07:35,07:51,09:00,Landed 16:06,green,2026-03-15 09:06,75
15/03,VJ308,SGN,HUI,1h7m,05:40,05:55,07:05,Landed 14:02,green,2026-03-15 07:02,67
15/03,VJ303,HUI,SGN,1h10m,02:55,02:59,04:20,Landed 11:09,green,2026-03-15 04:09,70
15/03,VJ304,SGN,HUI,1h0m,00:50,01:04,02:15,Landed 09:04,green,2026-03-15 02:04,60
14/03,VJ806,BKK,SGN,1h8m,13:05,14:26,14:35,Landed 22:34,red,2026-03-14 15:34,68
14/03,VJ805,SGN,BKK,1h13m,10:35,11:56,12:05,Landed 20:09,red,2026-03-14 13:09,73
14/03,VJ804,BKK,SGN,1h17m,07:00,07:23,08:30,Landed 15:40,green,2026-03-14 08:40,77
14/03,VJ803,SGN,BKK,1h11m,04:30,05:05,06:00,Landed 13:16,yellow,2026-03-14 06:16,71
13/03,VJ191,HAN,SGN,1h45m,08:55,09:29,11:10,Landed 18:14,green,2026-03-13 11:14,105
13/03,VJ508,DAD,HAN,1h5m,05:20,06:18,06:40,Landed 14:23,yellow,2026-03-13 07:23,65
13/03,VJ507,HAN,DAD,0h59m,03:30,04:11,04:50,Landed 12:10,yellow,2026-03-13 05:10,59
13/03,VJ492,BMV,HAN,1h34m,01:15,01:32,03:00,Landed 10:06,green,2026-03-13 03:06,94
12/03,VJ491,HAN,BMV,1h22m,22:55,23:17,00:40,Landed 07:39,green,2026-03-13 00:39,82
12/03,VJ7527,CAN,HAN,1h28m,19:30,19:57,21:35,Landed 04:25,green,2026-03-12 21:25,88
12/03,VJ7526,HAN,CAN,1h22m,16:40,17:19,18:15,Landed 02:41,yellow,2026-03-12 18:41,82
12/03,VJ518,DAD,HAN,0h59m,13:55,14:57,15:15,Landed 22:56,yellow,2026-03-12 15:56,59
12/03,VJ517,HAN,DAD,1h1m,12:05,12:51,13:25,Landed 20:52,yellow,2026-03-12 13:52,61
12/03,VJ1492,BMV,HAN,1h27m,09:50,10:09,11:35,Landed 18:36,green,2026-03-12 11:36,87
12/03,VJ1491,HAN,BMV,1h26m,07:35,07:47,09:20,Landed 16:13,green,2026-03-12 09:13,86
12/03,VJ440,PQC,HAN,1h55m,02:50,03:53,04:55,Landed 12:48,red,2026-03-12 05:48,115
12/03,VJ325,SGN,PQC,0h37m,00:30,01:00,01:30,Landed 08:37,green,2026-03-12 01:37,37
11/03,VJ645,DAD,SGN,1h16m,13:45,13:52,15:10,Landed 22:08,green,2026-03-11 15:08,76
11/03,VJ723,HPH,DAD,0h55m,12:00,11:56,13:15,Landed 19:51,green,2026-03-11 12:51,55
11/03,VJ722,DAD,HPH,0h56m,10:10,10:12,11:30,Landed 18:08,green,2026-03-11 11:08,56
11/03,VJ511,HAN,DAD,1h7m,07:20,08:10,08:40,Landed 16:17,yellow,2026-03-11 09:17,67
11/03,VJ508,DAD,HAN,1h2m,05:20,06:08,06:40,Landed 14:10,yellow,2026-03-11 07:10,62
11/03,VJ507,HAN,DAD,1h1m,03:30,04:03,04:50,Landed 12:04,green,2026-03-11 05:04,61
11/03,VJ492,BMV,HAN,1h26m,01:15,01:26,03:00,Landed 09:52,green,2026-03-11 02:52,86
10/03,VJ491,HAN,BMV,1h23m,22:55,23:18,00:40,Landed 07:41,green,2026-03-11 00:41,83
10/03,VJ178,SGN,HAN,1h42m,15:45,15:59,17:55,Landed 00:41,green,2026-03-10 17:41,102
10/03,VJ249,THD,SGN,1h44m,12:35,13:08,14:35,Landed 21:52,yellow,2026-03-10 14:52,104
10/03,VJ250,SGN,THD,1h33m,10:05,10:45,12:05,Landed 19:18,green,2026-03-10 12:18,93
